title,link,text,clean_text,word_count,topic
Fundamental plant biology enabled by the space shuttle.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6143729/,Fundamental plant biology enabled by the space shuttle.,Fundamental plant biology enabled by the space shuttle.,6,1
Organ-specific remodeling of the Arabidopsis transcriptome in response to spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10058394/,Organ-specific remodeling of the Arabidopsis transcriptome in response to spaceflight.,Organ-specific remodeling of the Arabidopsis transcriptome in response to spaceflight.,6,1
A method for preparing spaceflight RNAlater-fixed Arabidopsis thaliana (Brassicaceae) tissue for scanning electron microscopy.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4103452/,A method for preparing spaceflight RNAlater-fixed Arabidopsis thaliana (Brassicaceae) tissue for scanning electron microscopy.,A method for preparing spaceflight RNAlater-fixed Arabidopsis thaliana (Brassicaceae) tissue for scanning electron microscopy.,11,1
ARG1 Functions in the Physiological Adaptation of Undifferentiated Plant Cells to Spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8024390/,ARG1 Functions in the Physiological Adaptation of Undifferentiated Plant Cells to Spaceflight,ARG1 Functions in the Physiological Adaptation of Undifferentiated Plant Cells to Spaceflight,8,1
A Member of the CONSTANS-Like Protein Family is a Putative Regulator of ROS Homeostasis and Spaceflight Physiological Adaptation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6348315/,A Member of the CONSTANS-Like Protein Family is a Putative Regulator of ROS Homeostasis and Spaceflight Physiological Adaptation,A Member of the CONSTANS-Like Protein Family is a Putative Regulator of ROS Homeostasis and Spaceflight Physiological Adaptation,11,2
HSFA2 Functions in the Physiological Adaptation of Undifferentiated Plant Cells to Spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6359015/,HSFA2 Functions in the Physiological Adaptation of Undifferentiated Plant Cells to Spaceflight.,HSFA2 Functions in the Physiological Adaptation of Undifferentiated Plant Cells to Spaceflight.,8,1
Neutrophil to Lymphocyte ratio: A biomarker to monitor the immune status of astronauts.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7667275/,Neutrophil to Lymphocyte ratio: A biomarker to monitor the immune status of astronauts.,Neutrophil to Lymphocyte ratio: A biomarker to monitor the immune status of astronauts.,8,2
Beyond low-Earth orbit: Characterizing immune and microRNA differentials following simulated deep spaceflight conditions in mice.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7756144/,Beyond low-Earth orbit: Characterizing immune and microRNA differentials following simulated deep spaceflight conditions in mice.,Beyond low-Earth orbit: Characterizing immune and microRNA differentials following simulated deep spaceflight conditions in mice.,13,2
Immunological and hematological outcomes following protracted low dose/low dose rate ionizing radiation and simulated microgravity,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8169688/,Immunological and hematological outcomes following protracted low dose/low dose rate ionizing radiation and simulated microgravity,Immunological and hematological outcomes following protracted low dose/low dose rate ionizing radiation and simulated microgravity,13,4
Epigenomic regulators elongator complex subunit 2 and methyltransferase 1 differentially condition the spaceflight response in Arabidopsis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8475764/,Epigenomic regulators elongator complex subunit 2 and methyltransferase 1 differentially condition the spaceflight response in Arabidopsis,Epigenomic regulators elongator complex subunit 2 and methyltransferase 1 differentially condition the spaceflight response in Arabidopsis,11,1
Plants grown in Apollo lunar regolith present stress-associated transcriptomes that inform prospects for lunar exploration,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9098553/,Plants grown in Apollo lunar regolith present stress-associated transcriptomes that inform prospects for lunar exploration,Plants grown in Apollo lunar regolith present stress-associated transcriptomes that inform prospects for lunar exploration,12,1
Artificial gravity partially protects space-induced neurological deficits in Drosophila melanogaster.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10503492/,Artificial gravity partially protects space-induced neurological deficits in Drosophila melanogaster.,Artificial gravity partially protects space-induced neurological deficits in Drosophila melanogaster.,9,6
Utilizing the KSC fixation tube to conduct human-tended plant biology experiments on a suborbital spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9693084/,Utilizing the KSC fixation tube to conduct human-tended plant biology experiments on a suborbital spaceflight,Utilizing the KSC fixation tube to conduct human-tended plant biology experiments on a suborbital spaceflight,11,1
Changes in Mouse Thymus and Spleen after Return from the STS-135 Mission in Space,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3792163/,Changes in Mouse Thymus and Spleen after Return from the STS-135 Mission in Space,Changes in Mouse Thymus and Spleen after Return from the STS-135 Mission in Space,8,2
Post-Spaceflight (STS-135) Mouse Splenocytes Demonstrate Altered Activation Properties and Surface Molecule Expression.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4430214/,Post-Spaceflight (STS-135) Mouse Splenocytes Demonstrate Altered Activation Properties and Surface Molecule Expression.,Post-Spaceflight (STS-135) Mouse Splenocytes Demonstrate Altered Activation Properties and Surface Molecule Expression.,11,2
Changes in the distribution and function of leukocytes after whole-body iron ion irradiation.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5045078/,Changes in the distribution and function of leukocytes after whole-body iron ion irradiation.,Changes in the distribution and function of leukocytes after whole-body iron ion irradiation.,8,4
Is spaceflight-induced immune dysfunction linked to systemic changes in metabolism?,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5443495/,Is spaceflight-induced immune dysfunction linked to systemic changes in metabolism?,Is spaceflight-induced immune dysfunction linked to systemic changes in metabolism?,7,2
Spaceflight Activates Autophagy Programs and the Proteasome in Mouse Liver,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5666744/,Spaceflight Activates Autophagy Programs and the Proteasome in Mouse Liver,Spaceflight Activates Autophagy Programs and the Proteasome in Mouse Liver,7,2
Vive la radiorésistance!: Converging research in radiobiology and biogerontology to enhance human radioresistance for deep space exploration and colonization.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5865701/,Vive la radiorésistance!: Converging research in radiobiology and biogerontology to enhance human radioresistance for deep space exploration and colonization.,Vive la radiorésistance!: Converging research in radiobiology and biogerontology to enhance human radioresistance for deep space exploration and colonization.,13,4
Proteomic analysis of mouse brain subjected to spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6337482/,Proteomic analysis of mouse brain subjected to spaceflight.,Proteomic analysis of mouse brain subjected to spaceflight.,6,2
Transcriptomic effects on the mouse heart following 30 days on the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9953463/,Transcriptomic effects on the mouse heart following 30 days on the International Space Station.,Transcriptomic effects on the mouse heart following 30 days on the International Space Station.,9,2
Spaceflight-induced gene expression profiles in the mouse brain are attenuated by treatment with the antioxidant BuOE,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10487739/,Spaceflight-induced gene expression profiles in the mouse brain are attenuated by treatment with the antioxidant BuOE,Spaceflight-induced gene expression profiles in the mouse brain are attenuated by treatment with the antioxidant BuOE,10,2
Basal signaling regulates plant growth and development,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11942576/,Basal signaling regulates plant growth and development,Basal signaling regulates plant growth and development,6,1
Phosphoinositide-signaling is one component of a robust plant defense response,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4052902/,Phosphoinositide-signaling is one component of a robust plant defense response,Phosphoinositide-signaling is one component of a robust plant defense response,7,1
Uncovering transcriptional responses to fractional gravity in Arabidopsis roots,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8539686/,Uncovering transcriptional responses to fractional gravity in Arabidopsis roots,Uncovering transcriptional responses to fractional gravity in Arabidopsis roots,7,1
Conserved plant transcriptional responses to microgravity from two consecutive spaceflight experiments.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10800490/,Conserved plant transcriptional responses to microgravity from two consecutive spaceflight experiments.,Conserved plant transcriptional responses to microgravity from two consecutive spaceflight experiments.,9,1
RNAseq analysis of rodent spaceflight experiments is confounded by sample collection techniques,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7756143/,RNAseq analysis of rodent spaceflight experiments is confounded by sample collection techniques,RNAseq analysis of rodent spaceflight experiments is confounded by sample collection techniques,9,2
Functional changes in the snail statocyst system elicited by microgravity,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3066201/,Functional changes in the snail statocyst system elicited by microgravity,Functional changes in the snail statocyst system elicited by microgravity,7,-1
Simulated microgravity impairs human NK [natural killer] cell cytotoxic activity against space radiation-relevant leukemic cells,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11324864/,Simulated microgravity impairs human NK [natural killer] cell cytotoxic activity against space radiation-relevant leukemic cells,Simulated microgravity impairs human NK [natural killer] cell cytotoxic activity against space radiation-relevant leukemic cells,13,4
Multi-analyte biochip (MAB) based on all-solid-state ion-selective electrodes (ASSISE) for physiological research,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3665236/,Multi-analyte biochip (MAB) based on all-solid-state ion-selective electrodes (ASSISE) for physiological research,Multi-analyte biochip (MAB) based on all-solid-state ion-selective electrodes (ASSISE) for physiological research,10,5
Lab-on-a-chip approaches for space-biology research.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10470837/,Lab-on-a-chip approaches for space-biology research.,Lab-on-a-chip approaches for space-biology research.,4,5
Plant chemical genomics: gravity sensing and response.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10386755/,Plant chemical genomics: gravity sensing and response.,Plant chemical genomics: gravity sensing and response.,6,1
The interaction of vortical flows with red cells in venous valve mimics.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8896891/,The interaction of vortical flows with red cells in venous valve mimics.,The interaction of vortical flows with red cells in venous valve mimics.,8,2
Mammalian and Invertebrate Models as Complementary Tools for Gaining Mechanistic Insight on Muscle Responses to Spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8430797/,Mammalian and Invertebrate Models as Complementary Tools for Gaining Mechanistic Insight on Muscle Responses to Spaceflight,Mammalian and Invertebrate Models as Complementary Tools for Gaining Mechanistic Insight on Muscle Responses to Spaceflight,11,2
